customer_id,region,subscription_plan,contract_type,tenure_months,monthly_logins,customer_satisfaction_score,industry,company_size,years_in_business,monthly_subscription_fee_gbp,discount_percentage,employee_count,active_users,feature_usage_score,avg_session_duration_minutes,projects_created,integrations_enabled,support_tickets_last_6m,avg_resolution_time_hours,payment_failures_last_12m,email_open_rate,webinar_attendance_count,monthly_recurring_revenue,lifetime_value,signup_date,last_login_date,customer_segment,acquisition_channel,churn
CF03962,Scotland,Professional,Monthly,11,48.0,8.0,Manufacturing,Medium,9,29,2,72,17,44.0,18.0,65,7,2,9,4,12.0,11,30.16,331.76,2024-12-29,2025-02-19,Smb,Referral,No
CF14907,North East,Starter,Monthly,14,46.0,10.0,Retail,Small,28,79,17,49,29,74.0,146.0,112,10,2,31,2,14.0,6,70.2,982.8,2023-06-08,2024-01-14,Smb,Google Ads,No
CF04849,North East,Starter,Monthly,34,41.0,5.0,Manufacturing,Medium,11,199,3,169,34,82.0,144.0,48,4,2,5,3,,1,185.83,6318.22,2021-04-21,2022-02-20,Mid-Market,Google Ads,No
CF05169,South West,Starter,Monthly,11,50.0,2.0,Technology,Micro,13,79,14,3,0,10.0,174.0,70,18,0,40,3,2.0,4,92.19,1014.09,2023-03-16,2023-08-07,Enterprise,Linkedin,Yes
CF14734,South West,Starter,Monthly,18,44.0,7.0,Logistics,Small,7,29,22,38,24,79.0,95.0,99,1,4,52,5,84.0,9,27.08,487.44,2022-01-10,2022-10-25,Smb,Google Ads,No
CF07666,South East,Professional,Monthly,34,46.0,2.0,Logistics,Small,3,29,38,24,7,67.0,99.0,46,13,0,70,2,,2,25.65,872.1,2025-01-24,2025-06-20,Mid-Market,Google Ads,No
CF12321,Wales,Starter,Monthly,12,39.0,,Technology,Micro,14,79,11,6,2,29.0,34.0,147,13,2,36,3,66.0,1,82.42,989.04,2020-10-30,2021-08-01,Enterprise,Direct,Yes
CF11852,London,Enterprise,Monthly,2,,10.0,Healthcare,Micro,8,29,29,1,0,54.0,161.0,29,10,2,30,4,69.0,4,30.58,61.16,2021-05-01,2021-07-06,Smb,Partner,Yes
CF02692,West Midlands,Starter,Annual,51,46.0,7.0,Education,Micro,5,29,35,1,0,18.0,69.0,135,4,2,24,1,6.0,9,23.84,1215.84,2021-06-28,2022-04-30,Mid-Market,Direct,No
CF14480,London,Professional,Monthly,11,51.0,,Healthcare,Small,4,79,32,14,7,3.0,174.0,100,16,2,45,2,74.0,3,65.18,716.98,2023-06-19,2023-07-31,Mid-Market,Direct,No
CF04400,South West,Starter,Monthly,32,48.0,7.0,Finance,Micro,16,79,38,3,1,,64.0,86,0,3,25,2,86.0,11,83.07,2658.24,2020-08-04,2021-02-16,Smb,Linkedin,No
CF10045,Wales,Enterprise,Monthly,19,53.0,9.0,Healthcare,Micro,27,29,20,5,3,54.0,120.0,35,5,3,56,1,31.0,0,23.77,451.63,2024-02-12,2024-05-30,Smb,Google Ads,No
CF03368,North East,Enterprise,Monthly,1,36.0,6.0,Manufacturing,Medium,16,79,39,65,27,24.0,36.0,181,9,5,42,3,68.0,0,84.4,84.4,2022-12-30,2023-03-27,Mid-Market,Google Ads,Yes
CF06058,London,Professional,Annual,22,32.0,4.0,Technology,Micro,21,29,26,6,3,19.0,113.0,18,14,0,58,4,54.0,2,30.36,667.92,2021-07-06,2022-04-17,Smb,Referral,Yes
CF10541,South West,Professional,Monthly,4,45.0,,Retail,Medium,23,29,33,207,57,39.0,19.0,176,16,0,10,3,24.0,9,25.75,103.0,2020-05-27,2021-05-09,Enterprise,Direct,Yes
CF12461,North West,Professional,Monthly,3,50.0,10.0,Technology,Small,27,29,23,36,11,75.0,160.0,109,7,1,54,4,57.0,9,23.43,70.29,2020-05-01,2020-07-19,Smb,Referral,No
CF07280,South West,Starter,Monthly,15,49.0,4.0,Education,Micro,13,79,27,6,3,66.0,133.0,195,8,0,42,1,81.0,2,66.79,1001.85,2020-01-04,2020-01-18,Smb,Organic Search,No
CF13509,North East,Starter,Annual,7,45.0,9.0,Manufacturing,Micro,21,29,14,8,5,91.0,98.0,3,7,1,16,1,65.0,8,25.19,176.33,2023-03-29,2024-02-13,Mid-Market,Direct,No
CF12697,London,Starter,Monthly,17,35.0,6.0,Education,Large,12,79,26,287,176,7.0,,118,8,2,23,3,33.0,8,73.96,1257.32,2021-02-12,2021-05-07,Smb,Direct,Yes
CF13597,South West,Professional,Annual,37,46.0,9.0,Education,Medium,27,29,9,202,107,57.0,174.0,147,4,4,50,1,22.0,11,33.21,1228.77,2025-05-22,2025-06-20,Mid-Market,Direct,No
CF07207,North East,Professional,Annual,10,42.0,1.0,Retail,Large,16,29,12,808,470,100.0,159.0,0,0,3,29,5,22.0,10,29.21,292.1,2021-10-27,2022-05-19,Mid-Market,Direct,No
CF06534,South East,Starter,Annual,16,51.0,9.0,Finance,Medium,3,79,24,72,53,51.0,149.0,194,11,3,65,4,91.0,8,74.41,1190.56,2024-03-22,2025-02-22,Smb,Google Ads,No
CF00908,North East,Professional,Monthly,4,46.0,10.0,Healthcare,Micro,3,79,20,3,0,68.0,83.0,197,12,2,51,5,87.0,7,91.72,366.88,2023-05-11,2024-02-04,Enterprise,Partner,Yes
CF00876,Scotland,Starter,Monthly,26,48.0,9.0,Logistics,Micro,25,29,35,8,2,27.0,120.0,110,16,4,23,2,73.0,6,29.94,778.44,2021-07-30,2021-08-15,Smb,Organic Search,No
CF14038,South East,Starter,Monthly,16,,8.0,Education,Medium,26,79,27,182,145,95.0,52.0,79,1,3,20,4,40.0,6,71.46,1143.36,2024-06-08,2024-08-18,Smb,Organic Search,No
CF05975,West Midlands,Starter,Monthly,47,39.0,6.0,Healthcare,Small,26,199,28,18,8,86.0,104.0,79,6,1,36,3,53.0,1,204.79,9625.13,2020-11-22,2021-10-12,Smb,Google Ads,No
CF07042,North West,Starter,Annual,31,46.0,1.0,Manufacturing,Small,8,29,13,33,25,80.0,164.0,12,11,2,5,1,51.0,7,31.43,974.33,2020-06-07,2020-11-27,Smb,Organic Search,No
CF14172,East Midlands,Starter,Monthly,30,53.0,10.0,Technology,Medium,15,29,18,190,44,88.0,58.0,9,4,5,26,3,49.0,8,24.35,730.5,2021-12-21,2022-11-27,Smb,Organic Search,No
CF00066,West Midlands,Starter,Monthly,27,41.0,8.0,Retail,Small,12,79,2,40,11,71.0,40.0,166,17,1,34,5,42.0,8,82.55,2228.85,2025-02-23,2025-06-20,Smb,Referral,No
CF12722,London,Professional,Annual,3,42.0,6.0,Logistics,Medium,18,29,9,218,149,16.0,23.0,110,3,1,62,1,17.0,7,31.82,95.46,2022-04-17,2022-12-09,Smb,Organic Search,No
CF00662,East Midlands,Starter,Monthly,40,49.0,7.0,Finance,Micro,1,79,13,5,2,,26.0,198,4,2,40,5,75.0,10,76.37,3054.8,2023-08-03,2024-04-23,Smb,Linkedin,No
CF05490,West Midlands,Professional,Monthly,56,34.0,6.0,Manufacturing,Medium,1,199,1,184,52,67.0,140.0,71,0,0,55,1,54.0,10,224.77,12587.12,2023-05-11,2023-12-17,Smb,Linkedin,No
CF03990,London,Starter,Monthly,13,,4.0,Technology,Micro,19,29,16,1,0,35.0,152.0,104,13,0,20,5,83.0,8,27.46,356.98,2021-04-16,2021-09-11,Smb,Google Ads,Yes
CF14852,Wales,Starter,Monthly,111,44.0,1.0,Manufacturing,Micro,4,29,0,9,4,44.0,83.0,140,16,3,9,3,73.0,0,29.15,3235.65,2022-10-13,2023-07-14,Mid-Market,Google Ads,Yes
CF04072,London,Starter,Monthly,14,42.0,1.0,Finance,Large,6,29,4,254,58,41.0,115.0,65,4,2,61,1,56.0,4,25.03,350.42,2022-03-02,2023-02-21,Smb,Linkedin,No
CF01512,London,Professional,Monthly,12,44.0,10.0,Technology,Medium,6,199,30,214,126,56.0,97.0,58,1,3,44,3,73.0,4,218.25,2619.0,2021-07-10,2022-06-28,Mid-Market,Partner,No
CF08716,South West,Starter,Monthly,37,37.0,3.0,Finance,Small,1,29,5,18,13,50.0,52.0,103,10,4,11,3,5.0,9,29.67,1097.79,2025-04-26,2025-06-20,Smb,Linkedin,Yes
CF02866,Scotland,Starter,Annual,5,51.0,10.0,Technology,Micro,16,199,26,1,0,65.0,123.0,103,1,3,21,3,53.0,7,228.43,1142.15,2020-11-02,2021-04-15,Smb,Partner,No
CF00904,North East,Starter,Monthly,24,43.0,3.0,Retail,Small,17,79,6,45,15,76.0,129.0,141,19,2,37,5,29.0,6,69.56,1669.44,2021-06-01,2021-10-24,Smb,Organic Search,Yes
CF10590,London,Professional,Monthly,19,60.0,7.0,Logistics,Small,27,79,36,14,6,25.0,132.0,24,17,1,43,4,71.0,9,93.28,1772.32,2024-01-06,2024-08-04,Mid-Market,Direct,No
CF08087,North East,Starter,Monthly,20,42.0,2.0,Healthcare,Small,16,199,35,42,13,97.0,10.0,143,12,2,15,0,31.0,4,187.97,3759.4,2022-09-01,2022-10-11,Smb,Partner,No
CF10880,East Midlands,Enterprise,Monthly,9,35.0,1.0,Education,Medium,23,29,25,94,66,82.0,,102,15,2,2,1,33.0,11,32.38,291.42,2021-07-18,2021-10-31,Mid-Market,Partner,No
CF02214,South West,Starter,Annual,9,48.0,7.0,Logistics,Medium,6,79,6,206,150,46.0,55.0,104,12,1,31,4,78.0,7,85.41,768.69,2020-01-15,2020-09-13,Mid-Market,Referral,No
CF06800,Scotland,Starter,Annual,48,38.0,3.0,Technology,Micro,17,79,8,5,3,69.0,101.0,177,6,4,37,5,85.0,8,89.18,4280.64,2024-09-11,2024-10-24,Smb,Linkedin,No
CF02879,Wales,Enterprise,Monthly,30,47.0,5.0,Logistics,Large,28,199,19,659,211,,143.0,54,16,1,3,2,22.0,8,182.8,5484.0,2023-12-03,2024-10-11,Smb,Organic Search,No
CF01550,Wales,Enterprise,Monthly,2,,8.0,Manufacturing,Medium,7,29,9,99,42,65.0,135.0,140,1,1,66,5,67.0,5,33.11,66.22,2025-01-07,2025-06-20,Smb,Partner,Yes
CF04147,North West,Starter,Monthly,24,50.0,5.0,Manufacturing,Medium,16,199,10,115,38,73.0,135.0,102,18,1,67,3,89.0,4,184.12,4418.88,2022-07-16,2023-05-09,Smb,Direct,No
CF13611,Wales,Starter,Monthly,2,2185.0,,Healthcare,Small,6,29,0,42,19,53.0,82.0,32,14,1,26,2,69.0,3,25.2,50.4,2022-03-02,2022-10-02,Smb,Google Ads,Yes
CF00032,North West,Starter,Monthly,1,47.0,9.0,Logistics,Medium,14,29,8,107,70,22.0,153.0,82,10,2,49,5,36.0,1,34.75,34.75,2024-08-28,2024-11-24,Smb,Organic Search,No
CF04500,North West,Professional,Monthly,12,42.0,4.0,Finance,Large,23,29,7,447,311,40.0,54.0,108,14,4,68,3,26.0,8,27.56,330.72,2024-10-16,2025-06-20,Mid-Market,Organic Search,No
CF02743,South East,Starter,Monthly,3,43.0,7.0,Logistics,Medium,15,29,15,104,36,37.0,118.0,195,7,2,33,2,27.0,7,32.68,98.04,2021-11-30,2021-12-18,Mid-Market,Google Ads,No
CF13204,South West,Starter,Monthly,17,40.0,4.0,Manufacturing,Medium,15,29,4,140,92,7.0,122.0,96,1,0,43,3,61.0,1,34.37,584.29,2021-12-18,2022-11-12,Enterprise,Organic Search,Yes
CF11117,North West,Professional,Monthly,29,45.0,,Retail,Micro,18,199,19,10,7,56.0,56.0,186,19,1,29,4,55.0,9,204.99,5944.71,2025-01-30,2025-06-20,Mid-Market,Organic Search,No
CF03301,Scotland,Professional,Annual,18,35.0,1.0,Finance,Medium,12,79,29,191,70,85.0,32.0,180,3,2,42,5,50.0,10,63.71,1146.78,2022-07-10,2022-09-13,Smb,Google Ads,No
CF03973,West Midlands,Professional,Annual,23,56.0,3.0,Retail,Large,8,79,39,482,191,30.0,145.0,44,2,4,63,2,71.0,9,66.19,1522.37,2020-09-04,2021-03-10,Enterprise,Google Ads,No
CF05995,Wales,Professional,Monthly,19,42.0,10.0,Manufacturing,Small,24,29,28,22,9,7.0,93.0,76,18,1,56,0,20.0,10,30.49,579.31,2022-02-22,2022-03-07,Mid-Market,Direct,No
CF05084,South West,Professional,Monthly,8,37.0,5.0,Healthcare,Micro,30,199,20,3,1,60.0,48.0,154,11,3,12,3,90.0,9,179.18,1433.44,2024-03-13,2024-11-21,Mid-Market,Referral,No
CF07076,North West,Starter,Annual,10,44.0,7.0,Healthcare,Small,27,199,34,20,11,100.0,,97,16,2,55,0,19.0,2,211.86,2118.6,2023-10-10,2024-05-23,Mid-Market,Referral,No
CF00245,London,Starter,Monthly,8,42.0,4.0,Finance,Small,8,29,4,43,18,94.0,13.0,128,10,2,65,1,75.0,10,30.15,241.2,2023-02-22,2023-03-11,Mid-Market,Direct,No
CF08285,South West,Professional,Monthly,12,47.0,4.0,Manufacturing,Small,7,79,30,13,10,3.0,47.0,106,12,6,60,5,41.0,2,65.26,783.12,2024-11-06,2025-06-20,Mid-Market,Organic Search,Yes
CF14364,North East,Starter,Monthly,1,44.0,4.0,Healthcare,Micro,7,79,38,1,0,31.0,89.0,161,12,0,2,3,6.0,3,84.14,84.14,2021-02-19,2021-10-10,Smb,Linkedin,No
CF01565,West Midlands,Professional,Annual,1,50.0,,Logistics,Micro,20,199,24,9,3,44.0,64.0,141,4,3,65,4,62.0,3,160.7,160.7,2020-10-15,2021-04-18,Mid-Market,Direct,Yes
CF12161,North East,Professional,Annual,69,44.0,6.0,Education,Micro,21,79,22,4,1,100.0,12.0,32,6,0,51,0,39.0,6,74.34,5129.46,2024-10-26,2024-12-25,Smb,Linkedin,No
CF11116,London,Starter,Monthly,15,,,Education,Small,17,29,26,19,5,18.0,125.0,76,1,4,8,5,82.0,11,26.09,391.35,2021-05-03,2021-07-25,Enterprise,Direct,No
CF03633,Wales,Professional,Monthly,2,46.0,7.0,Healthcare,Micro,20,29,35,5,1,81.0,101.0,129,4,4,67,0,4.0,8,23.99,47.98,2021-05-01,2021-07-17,Smb,Linkedin,No
CF03355,London,Professional,Monthly,29,,9.0,Retail,Small,18,79,21,17,11,,91.0,118,14,1,45,2,65.0,6,93.42,2709.18,2023-09-19,2023-11-15,Smb,Google Ads,No
CF06729,South East,Starter,Monthly,10,,1.0,Healthcare,Small,6,29,7,41,26,76.0,39.0,70,15,4,29,4,,7,27.64,276.4,2021-02-16,2021-05-21,Mid-Market,Linkedin,Yes
CF11280,North West,Starter,Monthly,19,52.0,1.0,Technology,Micro,13,79,23,2,0,19.0,94.0,172,3,0,52,4,29.0,2,90.06,1711.14,2020-04-24,2020-10-10,Smb,Organic Search,No
CF10358,West Midlands,Professional,Monthly,11,44.0,6.0,Manufacturing,Large,10,79,8,477,138,1.0,152.0,157,5,4,64,3,82.0,8,90.37,994.07,2024-09-02,2025-06-20,Mid-Market,Google Ads,Yes
CF12279,West Midlands,Starter,Monthly,62,41.0,3.0,Education,Medium,20,79,15,163,45,6.0,164.0,117,5,3,33,3,20.0,0,92.52,5736.24,2024-07-11,2025-03-23,Mid-Market,Organic Search,Yes
CF02414,North East,Starter,Monthly,9,54.0,7.0,Logistics,Micro,27,29,7,5,1,1.0,138.0,155,9,0,50,0,85.0,2,27.32,245.88,2020-04-13,2020-07-12,Smb,Direct,No
CF12169,South West,Starter,Annual,39,43.0,8.0,Retail,Micro,27,29,12,5,1,40.0,21.0,135,18,1,55,3,81.0,7,28.96,1129.44,2023-04-03,2023-12-15,Smb,Direct,No
CF10971,West Midlands,Professional,Monthly,4,38.0,7.0,Technology,Micro,22,79,2,8,5,50.0,81.0,147,1,0,32,4,54.0,11,63.75,255.0,2021-03-25,2021-12-09,Smb,Direct,Yes
CF06469,West Midlands,Professional,Annual,3,43.0,7.0,Logistics,Micro,11,29,32,1,0,82.0,112.0,39,14,1,10,3,36.0,6,28.94,86.82,2023-06-25,2023-08-25,Mid-Market,Organic Search,No
CF12466,South West,Starter,Annual,16,50.0,2.0,Retail,Small,23,79,14,38,9,52.0,105.0,191,1,2,48,2,99.0,6,72.27,1156.32,2023-02-22,2024-02-17,Smb,Direct,No
CF08005,Scotland,Starter,Monthly,6,45.0,5.0,Finance,Small,30,79,34,33,14,44.0,120.0,126,10,4,38,5,68.0,10,65.42,392.52,2024-04-05,2024-10-28,Smb,Organic Search,No
CF01978,West Midlands,Starter,Monthly,24,46.0,,Finance,Medium,4,29,37,183,121,20.0,153.0,95,16,2,38,3,79.0,8,27.47,659.28,2021-11-25,2022-04-26,Mid-Market,Referral,No
CF04033,Scotland,Starter,Annual,2,47.0,4.0,Education,Micro,10,79,40,3,2,3.0,64.0,27,2,4,64,4,57.0,5,63.2,126.4,2021-06-09,2022-05-07,Smb,Direct,Yes
CF09342,South West,Starter,Monthly,14,38.0,3.0,Manufacturing,Large,30,29,39,724,552,67.0,116.0,48,7,0,22,0,20.0,9,26.72,374.08,2021-08-01,2022-07-20,Mid-Market,Google Ads,No
CF00646,London,Starter,Annual,13,36.0,7.0,Education,Micro,7,79,34,4,1,92.0,34.0,188,18,5,30,1,0.0,5,65.59,852.67,2024-03-29,2025-02-06,Smb,Linkedin,No
CF12000,South East,Enterprise,Monthly,18,,6.0,Logistics,Medium,9,29,4,225,112,10.0,120.0,177,15,3,10,0,57.0,3,25.46,458.28,2022-07-30,2023-02-23,Smb,Google Ads,No
CF05993,West Midlands,Professional,Monthly,11,37.0,1.0,Manufacturing,Small,6,29,4,37,7,26.0,124.0,18,8,2,41,2,67.0,11,33.94,373.34,2021-10-29,2021-12-29,Smb,Partner,Yes
CF02469,South East,Enterprise,Annual,11,41.0,,Logistics,Medium,17,79,5,171,69,61.0,167.0,80,18,1,58,1,72.0,0,84.49,929.39,2024-11-27,2025-06-20,Smb,Direct,No
CF00640,South West,Starter,Annual,16,52.0,2.0,Retail,Small,12,199,38,45,12,86.0,154.0,166,9,3,38,2,93.0,0,228.14,3650.24,2020-12-23,2021-12-16,Smb,Direct,No
CF13969,Scotland,Enterprise,Monthly,6,48.0,,Education,Micro,9,199,16,2,0,43.0,100.0,170,10,3,38,1,85.0,11,223.09,1338.54,2021-10-10,2022-04-02,Smb,Partner,No
CF06328,London,Starter,Annual,96,35.0,6.0,Finance,Medium,30,29,19,135,78,80.0,119.0,170,10,2,50,4,,2,34.64,3325.44,2022-12-09,2023-04-04,Smb,Linkedin,No
CF14423,East Midlands,Starter,Monthly,2,59.0,9.0,Finance,Small,22,199,8,20,13,84.0,84.0,198,10,1,12,4,5.0,6,202.43,404.86,2024-09-08,2025-03-18,Smb,Referral,Yes
CF02376,South West,Enterprise,Annual,60,54.0,2.0,Healthcare,Micro,22,29,28,7,4,55.0,141.0,114,8,2,48,4,1.0,7,24.55,1473.0,2021-02-17,2021-11-10,Mid-Market,Linkedin,No
CF12668,Wales,Professional,Annual,25,35.0,7.0,Logistics,Small,13,29,17,33,8,10.0,120.0,170,9,4,32,3,62.0,0,33.38,834.5,2021-11-18,2022-08-23,Mid-Market,Partner,No
CF00077,Scotland,Starter,Monthly,16,38.0,2.0,Healthcare,Micro,26,29,31,6,3,62.0,93.0,78,10,0,26,2,,4,27.65,442.4,2020-06-29,2020-07-09,Smb,Referral,No
CF04937,Scotland,Starter,Annual,16,44.0,3.0,Manufacturing,Medium,4,79,6,100,37,34.0,178.0,186,3,1,60,3,55.0,10,94.02,1504.32,2024-09-03,2025-06-20,Mid-Market,Direct,No
CF05591,East Midlands,Starter,Monthly,15,,6.0,Healthcare,Micro,26,79,39,3,1,19.0,52.0,60,11,2,51,0,13.0,1,69.67,1045.05,2023-05-07,2023-10-09,Smb,Organic Search,No
CF10009,Scotland,Starter,Monthly,7,50.0,3.0,Retail,Medium,4,79,7,232,98,32.0,28.0,106,7,6,27,4,83.0,1,82.6,578.2,2022-05-03,2022-05-10,Smb,Linkedin,No
CF11658,South East,Enterprise,Monthly,32,43.0,8.0,Manufacturing,Micro,4,29,40,2,1,73.0,150.0,180,16,3,26,2,71.0,9,26.32,842.24,2023-03-17,2023-12-15,Smb,Organic Search,No
CF07057,South West,Starter,Monthly,7,36.0,5.0,Finance,Large,25,199,30,730,348,82.0,125.0,6,1,6,54,1,90.0,4,232.26,1625.82,2023-08-26,2024-04-21,Mid-Market,Partner,No
CF03475,North West,Professional,Annual,15,35.0,8.0,Finance,Micro,10,29,37,10,5,41.0,132.0,1,11,1,32,1,41.0,7,23.24,348.6,2020-02-10,2020-11-02,Smb,Organic Search,No
CF09464,London,Professional,Monthly,26,41.0,6.0,Logistics,Small,23,79,16,38,19,2.0,118.0,138,19,0,7,3,36.0,0,64.97,1689.22,2022-05-01,2022-10-26,Smb,Google Ads,Yes
CF09216,London,Professional,Monthly,32,41.0,10.0,Finance,Small,14,79,31,38,12,83.0,,85,7,5,40,1,,4,70.57,2258.24,2025-01-09,2025-06-20,Enterprise,Organic Search,No
CF03573,London,Enterprise,Monthly,28,43.0,4.0,Education,Micro,13,199,7,8,1,40.0,166.0,78,13,1,37,0,54.0,7,236.99,6635.72,2021-07-16,2021-12-26,Smb,Google Ads,No
CF01355,North East,Starter,Monthly,34,40.0,9.0,Education,Small,6,79,33,16,8,22.0,,84,0,1,22,3,92.0,9,93.54,3180.36,2020-03-15,2020-03-17,Smb,Google Ads,Yes
CF01023,North West,Professional,Monthly,10,56.0,9.0,Education,Micro,7,29,9,3,1,72.0,65.0,194,15,0,39,5,93.0,2,30.09,300.9,2023-11-19,2024-07-23,Mid-Market,Referral,No
CF10258,London,Starter,Monthly,3,44.0,1.0,Finance,Micro,22,29,13,6,3,63.0,162.0,162,6,2,21,1,38.0,8,33.08,99.24,2020-06-28,2021-02-25,Mid-Market,Linkedin,Yes
CF04701,West Midlands,Professional,Annual,5,51.0,8.0,Logistics,Large,15,79,0,935,627,97.0,153.0,6,9,0,58,3,6.0,7,76.93,384.65,2021-06-28,2021-11-02,Mid-Market,Partner,No
CF11349,North West,Professional,Monthly,8,46.0,2.0,Education,Micro,3,29,10,9,2,77.0,91.0,174,15,3,53,5,96.0,7,23.77,190.16,2021-03-16,2021-05-23,Smb,Organic Search,Yes
CF01348,South East,Professional,Annual,10,44.0,9.0,Manufacturing,Small,29,29,21,28,13,52.0,21.0,132,11,2,70,3,29.0,8,26.76,267.6,2024-06-09,2024-08-13,Mid-Market,Organic Search,No
CF14523,Wales,Professional,Annual,3,46.0,4.0,Healthcare,Small,14,29,31,37,27,86.0,129.0,183,6,0,69,3,16.0,7,31.19,93.57,2024-09-18,2025-06-20,Smb,Google Ads,Yes
CF08700,South West,Professional,Annual,24,52.0,2.0,Technology,Small,4,79,18,19,4,67.0,9.0,103,14,3,9,5,7.0,1,79.11,1898.64,2021-01-16,2021-08-30,Mid-Market,Google Ads,No
CF12061,South West,Professional,Annual,1,48.0,4.0,Logistics,Small,28,199,21,22,5,78.0,47.0,40,1,9,41,5,54.0,0,225.92,225.92,2023-01-15,2023-12-17,Smb,Google Ads,Yes
CF00955,London,Professional,Monthly,11,40.0,8.0,Finance,Micro,12,29,26,5,1,20.0,108.0,108,1,1,53,4,56.0,7,23.41,257.51,2024-08-24,2025-02-17,Smb,Referral,Yes
CF11841,Wales,Professional,Monthly,31,42.0,4.0,Manufacturing,Medium,21,29,24,168,63,81.0,39.0,47,18,1,53,2,45.0,7,33.51,1038.81,2020-03-11,2020-10-31,Smb,Organic Search,No
CF09173,North East,Enterprise,Annual,14,47.0,9.0,Logistics,Micro,9,79,25,10,6,32.0,65.0,150,3,1,45,3,59.0,5,87.62,1226.68,2023-12-30,2024-05-20,Smb,Linkedin,No
CF11002,East Midlands,Starter,Monthly,52,46.0,5.0,Education,Micro,30,79,5,7,3,80.0,85.0,113,8,1,18,3,76.0,1,84.16,4376.32,2020-01-27,2020-10-01,Mid-Market,Organic Search,No
CF09453,East Midlands,Starter,Monthly,1,47.0,8.0,Retail,Small,17,79,31,42,16,29.0,134.0,156,9,3,29,3,37.0,9,88.68,88.68,2023-01-05,2023-02-19,Smb,Google Ads,Yes
CF02734,West Midlands,Enterprise,Monthly,4,33.0,6.0,Technology,Small,29,29,13,37,26,90.0,162.0,128,0,3,27,0,,0,30.97,123.88,2022-05-04,2022-12-12,Smb,Organic Search,No
CF00629,South East,Professional,Monthly,20,60.0,6.0,Manufacturing,Micro,15,29,11,10,4,64.0,51.0,5,0,1,54,0,30.0,10,23.87,477.4,2023-09-11,2023-12-10,Mid-Market,Google Ads,No
CF05113,Wales,Professional,Monthly,3,52.0,,Education,Small,30,79,20,15,7,60.0,47.0,85,19,0,64,4,100.0,6,76.98,230.94,2023-04-18,2023-12-20,Smb,Linkedin,Yes
CF09348,Scotland,Starter,Monthly,12,40.0,7.0,Healthcare,Large,14,199,18,637,315,76.0,100.0,72,14,1,20,3,73.0,6,168.15,2017.8,2023-02-24,2024-01-12,Mid-Market,Linkedin,No
CF01527,East Midlands,Professional,Monthly,7,41.0,4.0,Technology,Medium,1,79,27,52,21,78.0,,38,18,1,37,1,28.0,10,86.23,603.61,2024-08-21,2024-12-14,Enterprise,Partner,No
CF14488,East Midlands,Starter,Monthly,3,44.0,6.0,Retail,Micro,13,79,25,1,0,64.0,105.0,77,4,0,50,3,1.0,10,83.44,250.32,2021-04-06,2022-01-06,Mid-Market,Partner,Yes
CF09814,South East,Starter,Monthly,16,32.0,7.0,Healthcare,Small,1,29,2,42,29,25.0,77.0,54,8,2,10,5,29.0,0,24.12,385.92,2021-06-28,2021-09-14,Mid-Market,Organic Search,Yes
CF13090,Scotland,Starter,Monthly,2,43.0,2.0,Finance,Micro,21,29,35,5,1,37.0,115.0,89,6,1,23,5,99.0,0,23.51,47.02,2021-05-26,2021-10-14,Smb,Direct,Yes
CF06462,West Midlands,Starter,Monthly,2,49.0,1.0,Finance,Medium,16,79,13,228,50,60.0,66.0,199,7,6,62,0,91.0,9,94.11,188.22,2024-03-24,2024-04-08,Smb,Linkedin,Yes
CF01508,South West,Enterprise,Monthly,30,55.0,,Retail,Micro,9,79,27,8,1,77.0,115.0,199,16,3,17,4,5.0,10,77.58,2327.4,2023-01-31,2024-01-10,Mid-Market,Linkedin,No
CF05498,South East,Starter,Monthly,12,51.0,3.0,Logistics,Medium,10,29,32,221,88,43.0,128.0,10,17,2,63,4,35.0,2,27.46,329.52,2021-09-26,2022-02-11,Mid-Market,Referral,No
CF07665,Wales,Starter,Annual,14,38.0,3.0,Healthcare,Medium,25,29,40,144,67,36.0,69.0,100,17,3,16,0,,2,25.19,352.66,2023-02-04,2023-04-02,Smb,Direct,No
CF12733,North West,Starter,Monthly,22,55.0,1.0,Retail,Medium,20,29,13,196,63,51.0,24.0,20,14,1,11,2,46.0,9,28.33,623.26,2020-12-24,2021-01-28,Smb,Organic Search,No
CF14855,South East,Professional,Monthly,2,47.0,10.0,Education,Medium,5,79,31,139,92,71.0,21.0,55,7,2,16,2,28.0,11,84.94,169.88,2020-05-21,2020-06-24,Mid-Market,Partner,No
CF04343,London,Professional,Monthly,1,51.0,9.0,Technology,Micro,10,199,2,4,2,69.0,135.0,183,7,0,36,1,45.0,1,226.13,226.13,2020-08-31,2020-12-23,Smb,Partner,No
CF13863,South West,Professional,Monthly,30,42.0,7.0,Manufacturing,Small,12,199,36,42,23,93.0,,41,10,2,40,4,45.0,1,189.83,5694.9,2022-05-05,2023-04-11,Smb,Organic Search,No
CF11845,East Midlands,Starter,Monthly,34,49.0,1.0,Finance,Large,21,29,35,299,63,36.0,151.0,138,7,2,32,5,78.0,1,31.26,1062.84,2022-01-20,2022-04-25,Smb,Organic Search,Yes
CF11888,East Midlands,Professional,Monthly,3,46.0,3.0,Technology,Micro,19,29,34,10,5,4.0,92.0,175,16,3,68,1,42.0,7,33.15,99.45,2020-03-09,2020-09-06,Smb,Referral,Yes
